baseline,lambda_cost,eta_cost,gamma_cost,nuisance_mode,mean_actionable_utility_diff_qk_minus_baseline,ci95_low,ci95_high,prob_diff_gt_0,qk_better_ci95
MMD-RBF,2.0,1.0,0.0,total,1.6588541666666667,0.8742122395833334,2.537812499999999,0.8333333333333334,True
JSD,2.0,1.0,0.0,total,1.4833333333333334,0.6348893229166667,2.391692708333333,0.7666666666666667,True
Energy distance,2.0,1.0,0.01,total,3.677703555402656,2.6218126570897122,4.7029720141412215,0.9666666666666667,True
MMD-RBF,2.0,1.0,0.01,total,1.5310836131012766,0.7463442325338101,2.4097050393185744,0.7666666666666667,True
JSD,2.0,1.0,0.01,total,1.3167936524346393,0.4688663957343535,2.225212812506631,0.7333333333333333,True
Energy distance,2.0,1.0,0.05,total,3.0145594436799485,1.9560739283283668,4.043557869008795,0.8666666666666667,True
MMD-RBF,2.0,1.0,0.05,total,1.0200013988397163,0.23539284375974,1.8994303914919826,0.7,True
Energy distance,2.0,1.0,0.1,total,2.1856293040265644,1.1225036489389508,3.217075271824956,0.8,True
Energy distance,2.0,2.0,0.0,total,3.476822916666667,2.277213541666667,4.661725260416667,0.8333333333333334,True
MMD-RBF,2.0,2.0,0.0,total,0.9588541666666667,0.05078125,1.9599218749999996,0.6333333333333333,True
JSD,2.0,2.0,0.0,total,1.7166666666666666,0.7218684895833334,2.687005208333333,0.7666666666666667,True
Energy distance,2.0,2.0,0.01,total,3.31103688873599,2.111886879689743,4.495778104293094,0.8333333333333334,True
JSD,2.0,2.0,0.01,total,1.550126985767973,0.5566024214105671,2.5201966852062005,0.7333333333333333,True
Energy distance,2.0,2.0,0.05,total,2.6478927770132814,1.4473829250843944,3.832599688988294,0.8,True
Energy distance,2.0,2.0,0.1,total,1.8189626373598977,0.6151049542682498,3.0009220342265888,0.7,True
MMD-RBF,0.25,0.0,0.0,excess_clipped,0.7255208333333333,0.0762760416666667,1.5273502604166667,0.5333333333333333,True
KS-max,0.25,0.0,0.0,excess_clipped,0.8359375,0.056503906250000006,1.934388020833333,0.6333333333333333,True
Energy distance,0.5,0.0,0.0,excess_clipped,1.06015625,0.41560546875000004,1.759388020833333,0.7,True
MMD-RBF,0.5,0.0,0.0,excess_clipped,0.9588541666666667,0.3075260416666667,1.7523502604166667,0.6,True
KS-max,0.5,0.0,0.0,excess_clipped,0.9109375,0.15207682291666666,1.9836458333333327,0.6333333333333333,True
Energy distance,0.5,0.0,0.01,excess_clipped,0.894370222069323,0.24869041356353952,1.5939146166550664,0.7,True
MMD-RBF,0.5,0.0,0.01,excess_clipped,0.8310836131012765,0.17897064420999675,1.6240783612854914,0.5666666666666667,True
Energy distance,0.5,0.25,0.0,excess_clipped,1.01015625,0.37966145833333337,1.69453125,0.6666666666666666,True
MMD-RBF,0.5,0.25,0.0,excess_clipped,0.8255208333333334,0.19082031250000006,1.616184895833333,0.5666666666666667,True
KS-max,0.5,0.25,0.0,excess_clipped,0.8276041666666667,0.031490885416666684,1.97318359375,0.6,True
Energy distance,0.5,0.25,0.01,excess_clipped,0.844370222069323,0.21236840258269918,1.5278729333875765,0.6666666666666666,True
MMD-RBF,0.5,0.25,0.01,excess_clipped,0.6977502797679432,0.06350341014340616,1.4887796211740858,0.5666666666666667,True
Energy distance,0.5,0.5,0.0,excess_clipped,0.96015625,0.32186848958333336,1.64427734375,0.7,True
MMD-RBF,0.5,0.5,0.0,excess_clipped,0.6921875,0.05234375,1.485214843749999,0.5333333333333333,True
JSD,0.5,0.5,0.0,excess_clipped,0.7166666666666667,0.047643229166666676,1.5606901041666665,0.6,True
Energy distance,0.5,0.5,0.01,excess_clipped,0.7943702220693231,0.15537352795625728,1.4789032729877742,0.6666666666666666,True
Energy distance,0.5,1.0,0.0,excess_clipped,0.86015625,0.17652343750000005,1.594290364583333,0.6666666666666666,True
JSD,0.5,1.0,0.0,excess_clipped,0.8333333333333334,0.09582031250000002,1.6651367187499995,0.6333333333333333,True
Energy distance,0.5,1.0,0.01,excess_clipped,0.694370222069323,0.010084343888178044,1.428820935281824,0.6666666666666666,True
JSD,0.5,2.0,0.0,excess_clipped,1.0666666666666667,0.040364583333333336,2.044029947916666,0.6333333333333333,True
Energy distance,1.0,0.0,0.0,excess_clipped,2.11015625,1.3505143229166667,2.8846484375,0.9,True
MMD-RBF,1.0,0.0,0.0,excess_clipped,1.4255208333333333,0.746328125,2.21927734375,0.8,True
KS-max,1.0,0.0,0.0,excess_clipped,1.0609375,0.31640625,2.0948046875,0.7,True
JSD,1.0,0.0,0.0,excess_clipped,0.8166666666666667,0.09504557291666667,1.76875,0.7,True
Energy distance,1.0,0.0,0.01,excess_clipped,1.944370222069323,1.1842728668755977,2.7194320257759617,0.8666666666666667,True
MMD-RBF,1.0,0.0,0.01,excess_clipped,1.2977502797679432,0.6174846230159637,2.091272739679994,0.7666666666666667,True
KS-max,1.0,0.0,0.01,excess_clipped,0.8981892589678754,0.1542848940365124,1.9308540914936836,0.6666666666666666,True
Energy distance,1.0,0.0,0.05,excess_clipped,1.2812261103466152,0.5194051794206024,2.0599447212391437,0.7666666666666667,True
MMD-RBF,1.0,0.0,0.05,excess_clipped,0.7866680655063829,0.10636740644471133,1.5791275823116246,0.6,True
Energy distance,1.0,0.25,0.0,excess_clipped,2.06015625,1.310390625,2.8179882812499994,0.9,True
MMD-RBF,1.0,0.25,0.0,excess_clipped,1.2921875,0.6327994791666667,2.0781445312499995,0.7666666666666667,True
KS-max,1.0,0.25,0.0,excess_clipped,0.9776041666666667,0.19035156250000002,2.0856966145833327,0.6666666666666666,True
JSD,1.0,0.25,0.0,excess_clipped,0.875,0.16925781250000002,1.79349609375,0.6666666666666666,True
Energy distance,1.0,0.25,0.01,excess_clipped,1.894370222069323,1.1440730670824795,2.652131119171509,0.9,True
MMD-RBF,1.0,0.25,0.01,excess_clipped,1.16441694643461,0.5054605991867468,1.9498409877665026,0.7666666666666667,True
KS-max,1.0,0.25,0.01,excess_clipped,0.8148559256345421,0.02817318058515085,1.9226328888425495,0.6666666666666666,True
JSD,1.0,0.25,0.01,excess_clipped,0.7084603191013059,0.0028642017082078377,1.6273661813011868,0.6333333333333333,True
Energy distance,1.0,0.25,0.05,excess_clipped,1.2312261103466153,0.4805785522600296,1.9915383962422049,0.7666666666666667,True
Energy distance,1.0,0.5,0.0,excess_clipped,2.01015625,1.2666471354166666,2.77318359375,0.9,True
MMD-RBF,1.0,0.5,0.0,excess_clipped,1.1588541666666667,0.5124869791666666,1.9515885416666663,0.7333333333333333,True
KS-max,1.0,0.5,0.0,excess_clipped,0.8942708333333333,0.04737630208333335,2.080735677083333,0.6666666666666666,True
JSD,1.0,0.5,0.0,excess_clipped,0.9333333333333333,0.22291666666666668,1.8268229166666667,0.6666666666666666,True
Energy distance,1.0,0.5,0.01,excess_clipped,1.844370222069323,1.1009202196239172,2.6085329657030614,0.8666666666666667,True
MMD-RBF,1.0,0.5,0.01,excess_clipped,1.0310836131012766,0.3850783305344047,1.8229132579505978,0.7333333333333333,True
JSD,1.0,0.5,0.01,excess_clipped,0.766793652434639,0.05709880671576043,1.6601304504293815,0.6666666666666666,True
Energy distance,1.0,0.5,0.05,excess_clipped,1.1812261103466153,0.43595560226068475,1.9452270277182733,0.7666666666666667,True
Energy distance,1.0,1.0,0.0,excess_clipped,1.91015625,1.1335611979166667,2.717467447916666,0.8666666666666667,True
MMD-RBF,1.0,1.0,0.0,excess_clipped,0.8921875,0.22994140625,1.7046940104166666,0.6666666666666666,True
JSD,1.0,1.0,0.0,excess_clipped,1.05,0.2802018229166667,1.9283854166666667,0.7,True
Energy distance,1.0,1.0,0.01,excess_clipped,1.7443702220693231,0.9670294481585017,2.55107883185981,0.8666666666666667,True
MMD-RBF,1.0,1.0,0.01,excess_clipped,0.7644169464346097,0.10301437376987013,1.575484192098275,0.6333333333333333,True
JSD,1.0,1.0,0.01,excess_clipped,0.8834603191013056,0.11414788952624351,1.7609195721281197,0.7,True
Energy distance,1.0,1.0,0.05,excess_clipped,1.0812261103466154,0.30086248943318306,1.8891807765937214,0.7666666666666667,True
Energy distance,1.0,2.0,0.0,excess_clipped,1.71015625,0.7432291666666667,2.733079427083333,0.8,True
JSD,1.0,2.0,0.0,excess_clipped,1.2833333333333334,0.25154296875000004,2.2862044270833333,0.6666666666666666,True
Energy distance,1.0,2.0,0.01,excess_clipped,1.544370222069323,0.5774981215911975,2.5668640373416785,0.7666666666666667,True
JSD,1.0,2.0,0.01,excess_clipped,1.116793652434639,0.08568043742316153,2.1195888168554773,0.6666666666666666,True
Energy distance,2.0,0.0,0.0,excess_clipped,4.21015625,3.16740234375,5.198450520833333,0.9666666666666667,True
MMD-RBF,2.0,0.0,0.0,excess_clipped,2.3588541666666667,1.5439908854166666,3.237513020833333,0.8,True
KS-max,2.0,0.0,0.0,excess_clipped,1.3609375,0.5648111979166667,2.3455859375,0.7,True
JSD,2.0,0.0,0.0,excess_clipped,1.25,0.3856705729166667,2.3107161458333327,0.7333333333333333,True
Energy distance,2.0,0.0,0.01,excess_clipped,4.044370222069323,3.0000501600309297,5.032954581208252,0.9666666666666667,True
MMD-RBF,2.0,0.0,0.01,excess_clipped,2.2310836131012763,1.4152253722263963,3.1110624561651967,0.7666666666666667,True
KS-max,2.0,0.0,0.01,excess_clipped,1.1981892589678758,0.4022259795792749,2.182631305683701,0.6666666666666666,True
JSD,2.0,0.0,0.01,excess_clipped,1.083460319101306,0.2187534225344765,2.143637224514068,0.7,True
Energy distance,2.0,0.0,0.05,excess_clipped,3.3812261103466152,2.333740829186475,4.371199699293517,0.9333333333333333,True
MMD-RBF,2.0,0.0,0.05,excess_clipped,1.7200013988397163,0.9063667467357446,2.59879580312115,0.7666666666666667,True
Energy distance,2.0,0.0,0.1,excess_clipped,2.5522959706932307,1.50102031875037,3.543982399414982,0.8666666666666667,True
MMD-RBF,2.0,0.0,0.1,excess_clipped,1.0811486310127658,0.2679766438922183,1.9601048966368544,0.7333333333333333,True
Energy distance,2.0,0.25,0.0,excess_clipped,4.16015625,3.124212239583333,5.146100260416667,0.9666666666666667,True
MMD-RBF,2.0,0.25,0.0,excess_clipped,2.2255208333333334,1.4398111979166668,3.084114583333333,0.8,True
KS-max,2.0,0.25,0.0,excess_clipped,1.2776041666666667,0.42603515625,2.326067708333333,0.6666666666666666,True
JSD,2.0,0.25,0.0,excess_clipped,1.3083333333333333,0.4625,2.339869791666666,0.7,True
Energy distance,2.0,0.25,0.01,excess_clipped,3.9943702220693225,2.957853013117257,4.9806028630838854,0.9666666666666667,True
MMD-RBF,2.0,0.25,0.01,excess_clipped,2.097750279767943,1.3122997783905388,2.9552614842643856,0.8,True
KS-max,2.0,0.25,0.01,excess_clipped,1.1148559256345423,0.2637217660274754,2.1637254197097575,0.6666666666666666,True
JSD,2.0,0.25,0.01,excess_clipped,1.1417936524346393,0.29604098025212683,2.174396039592661,0.6666666666666666,True
Energy distance,2.0,0.25,0.05,excess_clipped,3.331226110346615,2.2897683940677864,4.318551096012248,0.9333333333333333,True
MMD-RBF,2.0,0.25,0.05,excess_clipped,1.586668065506383,0.800985389329134,2.442654247112955,0.7666666666666667,True
Energy distance,2.0,0.25,0.1,excess_clipped,2.502295970693231,1.4583447178633164,3.489668524527524,0.8333333333333334,True
MMD-RBF,2.0,0.25,0.1,excess_clipped,0.9478152976794322,0.16224829712192881,1.8034485489417171,0.7333333333333333,True
Energy distance,2.0,0.5,0.0,excess_clipped,4.11015625,3.0809505208333334,5.10521484375,0.9666666666666667,True
MMD-RBF,2.0,0.5,0.0,excess_clipped,2.0921875,1.32052734375,2.9508007812499994,0.8,True
KS-max,2.0,0.5,0.0,excess_clipped,1.1942708333333334,0.28591796875000003,2.3208593749999995,0.6666666666666666,True
JSD,2.0,0.5,0.0,excess_clipped,1.3666666666666667,0.5200390625,2.3768424479166663,0.6666666666666666,True
Energy distance,2.0,0.5,0.01,excess_clipped,3.9443702220693226,2.9139248072568074,4.939179241884787,0.9666666666666667,True
MMD-RBF,2.0,0.5,0.01,excess_clipped,1.9644169464346097,1.1921016721732127,2.8219294010477354,0.8,True
KS-max,2.0,0.5,0.01,excess_clipped,1.0315225923012088,0.12427584567949711,2.157576491072994,0.6,True
JSD,2.0,0.5,0.01,excess_clipped,1.2001269857679726,0.35343436128270683,2.2101716376608977,0.6666666666666666,True
Energy distance,2.0,0.5,0.05,excess_clipped,3.281226110346615,2.247380652603766,4.277243401013771,0.9,True
MMD-RBF,2.0,0.5,0.05,excess_clipped,1.4533347321730496,0.6807812434723457,2.309805255163349,0.7666666666666667,True
Energy distance,2.0,0.5,0.1,excess_clipped,2.4522959706932306,1.415917751731419,3.448004276020452,0.8333333333333334,True
MMD-RBF,2.0,0.5,0.1,excess_clipped,0.8144819643460989,0.04090382269521555,1.6685577517630488,0.6666666666666666,True
Energy distance,2.0,1.0,0.0,excess_clipped,4.01015625,2.9653645833333333,5.035416666666666,0.9333333333333333,True
MMD-RBF,2.0,1.0,0.0,excess_clipped,1.8255208333333333,1.0632486979166667,2.682311197916666,0.8333333333333334,True
JSD,2.0,1.0,0.0,excess_clipped,1.4833333333333334,0.592421875,2.4703320312499994,0.7333333333333333,True
Energy distance,2.0,1.0,0.01,excess_clipped,3.8443702220693226,2.800309497943971,4.86886801023006,0.9333333333333333,True
MMD-RBF,2.0,1.0,0.01,excess_clipped,1.6977502797679433,0.9359294548569771,2.5551222749170717,0.8333333333333334,True
JSD,2.0,1.0,0.01,excess_clipped,1.3167936524346393,0.4252685192424096,2.304254067023267,0.7333333333333333,True
Energy distance,2.0,1.0,0.05,excess_clipped,3.181226110346615,2.1334606099873636,4.2092444951357955,0.9333333333333333,True
MMD-RBF,2.0,1.0,0.05,excess_clipped,1.1866680655063828,0.42601381058216303,2.0423981797529023,0.7333333333333333,True
Energy distance,2.0,1.0,0.1,excess_clipped,2.352295970693231,1.3020554839326846,3.3820401759241543,0.8,True
Energy distance,2.0,2.0,0.0,excess_clipped,3.81015625,2.659895833333333,5.004192708333333,0.9,True
MMD-RBF,2.0,2.0,0.0,excess_clipped,1.2921875,0.44134765625000005,2.2515690104166666,0.7333333333333333,True
JSD,2.0,2.0,0.0,excess_clipped,1.7166666666666666,0.5981315104166667,2.826041666666667,0.7333333333333333,True
Energy distance,2.0,2.0,0.01,excess_clipped,3.6443702220693224,2.4932939832592194,4.838837093519546,0.9,True
MMD-RBF,2.0,2.0,0.01,excess_clipped,1.1644169464346101,0.31372175946163383,2.123330812893379,0.7333333333333333,True
JSD,2.0,2.0,0.01,excess_clipped,1.5501269857679725,0.4315533697107272,2.658587697674637,0.7333333333333333,True
Energy distance,2.0,2.0,0.05,excess_clipped,2.9812261103466144,1.8269895452463099,4.174687661245197,0.8333333333333334,True
Energy distance,2.0,2.0,0.1,excess_clipped,2.152295970693231,0.9956786582180647,3.344279557491934,0.7666666666666667,True
