scenario,baseline,lambda_cost,gamma_cost,mean_utility_diff_qk_minus_baseline,ci95_low,ci95_high,prob_diff_gt_0,qk_better_ci95
PortScan,MMD-RBF,0.0,0.25,2.150124724964068,0.27091274386567726,4.446673931952827,0.4666666666666667,True
PortScan,QK-MMD PauliXZ,0.0,0.25,0.9077339008120665,0.12516387669891024,1.9844592100537555,0.5666666666666667,True
PortScan,JSD,0.1,0.0,1.5938020833333333,0.4310299479166667,3.0072695312500004,0.7,True
PortScan,KS-max,0.1,0.0,0.5823958333333334,0.03290885416666673,1.4244869791666666,0.6333333333333333,True
PortScan,MMD-RBF,0.1,0.0,3.107135416666667,1.2329570312499998,5.401147135416668,0.7666666666666667,True
PortScan,QK-MMD PauliXZ,0.1,0.0,0.8446354166666665,0.06171223958333334,1.9124752604166664,0.5666666666666667,True
PortScan,JSD,0.1,0.01,1.5328846904657547,0.3698780169088465,2.9457535597974362,0.6666666666666666,True
PortScan,MMD-RBF,0.1,0.01,3.062588322331896,1.1881569929072846,5.356485165970392,0.7666666666666667,True
PortScan,QK-MMD PauliXZ,0.1,0.01,0.8475593560324824,0.06452338688644026,1.9154940519530268,0.5666666666666667,True
PortScan,JSD,0.1,0.05,1.2892151189954406,0.12527029287756414,2.7015947585065683,0.5,True
PortScan,MMD-RBF,0.1,0.05,2.8843999449928135,1.0089960530532118,5.17802038987492,0.6666666666666666,True
PortScan,QK-MMD PauliXZ,0.1,0.05,0.8592551134957466,0.07622108723969237,1.9275692180984716,0.5666666666666667,True
PortScan,MMD-RBF,0.1,0.1,2.66166447331896,0.7850962727730899,4.955005540719158,0.6,True
PortScan,QK-MMD PauliXZ,0.1,0.1,0.8738748103248266,0.09094629139958615,1.9426530116716545,0.5666666666666667,True
PortScan,MMD-RBF,0.1,0.25,1.9934580582974013,0.11424103736610132,4.289273841704087,0.4,True
PortScan,QK-MMD PauliXZ,0.1,0.25,0.9177339008120664,0.13553533108195304,1.990202753079283,0.5666666666666667,True
PortScan,JSD,0.25,0.0,1.5638020833333333,0.3906119791666667,2.986197916666667,0.6666666666666666,True
PortScan,MMD-RBF,0.25,0.0,2.8721354166666666,0.9940104166666667,5.166940104166667,0.6666666666666666,True
PortScan,QK-MMD PauliXZ,0.25,0.0,0.8596354166666667,0.07862630208333335,1.9216276041666664,0.5666666666666667,True
PortScan,JSD,0.25,0.01,1.5028846904657547,0.3300584115771345,2.92488226702718,0.6333333333333333,True
PortScan,MMD-RBF,0.25,0.01,2.8275883223318954,0.9491697720108456,5.122730914737675,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,0.25,0.01,0.8625593560324829,0.08155472338955437,1.9248993365190967,0.5666666666666667,True
PortScan,JSD,0.25,0.05,1.259215118995441,0.0877459288041186,2.6799526382459926,0.4666666666666667,True
PortScan,MMD-RBF,0.25,0.05,2.649399944992814,0.7698211829960396,4.944544816447135,0.6,True
PortScan,QK-MMD PauliXZ,0.25,0.05,0.8742551134957467,0.09345088837245825,1.9362664671769938,0.5666666666666667,True
PortScan,MMD-RBF,0.25,0.1,2.42666447331896,0.5455782999584337,4.721654737060936,0.5,True
PortScan,QK-MMD PauliXZ,0.25,0.1,0.8888748103248267,0.10854139060125452,1.9513523855169477,0.5666666666666667,True
PortScan,QK-MMD PauliXZ,0.25,0.25,0.9327339008120664,0.1524175460296586,1.9954413762385708,0.6,True
PortScan,JSD,0.5,0.0,1.5138020833333334,0.32447265625,2.9544270833333335,0.6333333333333333,True
PortScan,MMD-RBF,0.5,0.0,2.48046875,0.5890625,4.774707031249997,0.5333333333333333,True
PortScan,QK-MMD PauliXZ,0.5,0.0,0.8846354166666667,0.10572265625,1.9415299479166648,0.6,True
PortScan,JSD,0.5,0.01,1.4528846904657546,0.2636338938872097,2.8933907298630066,0.6,True
PortScan,MMD-RBF,0.5,0.01,2.4359216556652283,0.5446537244511844,4.73005611527531,0.5333333333333333,True
PortScan,QK-MMD PauliXZ,0.5,0.01,0.8875593560324829,0.10853142349991728,1.944709085956225,0.6,True
PortScan,JSD,0.5,0.05,1.209215118995441,0.02054938322123292,2.6487396840184716,0.43333333333333335,True
PortScan,MMD-RBF,0.5,0.05,2.2577332783261475,0.3656820456016525,4.5514524513765595,0.4666666666666667,True
PortScan,QK-MMD PauliXZ,0.5,0.05,0.8992551134957468,0.12056306884332064,1.9573794645184723,0.6,True
PortScan,MMD-RBF,0.5,0.1,2.034997806652294,0.1433172162033055,4.328702624430585,0.4,True
PortScan,QK-MMD PauliXZ,0.5,0.1,0.9138748103248268,0.135891762686641,1.9725054860058395,0.6,True
PortScan,QK-MMD PauliXZ,0.5,0.25,0.9577339008120664,0.1796998917981546,2.0157382999858715,0.6,True
PortScan,JSD,1.0,0.0,1.4138020833333333,0.17159505208333334,2.8828841145833324,0.6,True
PortScan,QK-MMD PauliXZ,1.0,0.0,0.9346354166666667,0.14970703125000004,2.003938802083333,0.6333333333333333,True
PortScan,JSD,1.0,0.01,1.3528846904657545,0.11105009789872383,2.822183693802854,0.5666666666666667,True
PortScan,QK-MMD PauliXZ,1.0,0.01,0.9375593560324826,0.15254103919474396,2.0066344488736934,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,1.0,0.05,0.9492551134957466,0.1638070077139031,2.0184326610351366,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,1.0,0.1,0.9638748103248266,0.17872974220200552,2.0331804262369406,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,1.0,0.25,1.0077339008120665,0.22466833033111472,2.077501239364015,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,2.0,0.0,1.0346354166666667,0.20233723958333333,2.140651041666666,0.6,True
PortScan,QK-MMD PauliXZ,2.0,0.01,1.0375593560324827,0.20555494792906293,2.143588876887103,0.6,True
PortScan,QK-MMD PauliXZ,2.0,0.05,1.0492551134957464,0.21702508153470493,2.1553402177688494,0.6,True
PortScan,QK-MMD PauliXZ,2.0,0.1,1.0638748103248263,0.23181317444750071,2.1700293938710327,0.6,True
PortScan,QK-MMD PauliXZ,2.0,0.25,1.1077339008120666,0.27605422109894184,2.214091552823544,0.6,True
DDoS,MMD-RBF,0.0,0.0,0.7776041666666667,0.041380208333333356,1.5471614583333329,0.7333333333333333,True
DDoS,MMD-RBF,0.1,0.0,0.8542708333333331,0.11817447916666636,1.622661458333334,0.7333333333333333,True
DDoS,MMD-RBF,0.1,0.01,0.8121364404655371,0.0757891117614828,1.5805105442398846,0.7333333333333333,True
DDoS,MMD-RBF,0.25,0.0,0.9692708333333333,0.23645182291666667,1.7349283854166662,0.7333333333333333,True
DDoS,MMD-RBF,0.25,0.01,0.9271364404655372,0.19429140197913486,1.6931190901280955,0.7333333333333333,True
DDoS,MMD-RBF,0.25,0.05,0.7585988689943528,0.02666896178306091,1.5258273094737032,0.7,True
DDoS,Energy distance,0.5,0.0,1.1020833333333333,0.39320312500000004,1.8427083333333334,0.7333333333333333,True
DDoS,MMD-RBF,0.5,0.0,1.1609375,0.4304557291666667,1.9315104166666666,0.7333333333333333,True
DDoS,Energy distance,0.5,0.01,1.0417800372644561,0.3324687767672992,1.7817329241169155,0.7333333333333333,True
DDoS,MMD-RBF,0.5,0.01,1.118803107132204,0.3880616879735756,1.8888880743220784,0.7333333333333333,True
DDoS,Energy distance,0.5,0.05,0.8005668529889469,0.0925517682566183,1.5392290241836013,0.7,True
DDoS,MMD-RBF,0.5,0.05,0.9502655356610195,0.21980659675068961,1.7205825233703897,0.7,True
DDoS,MMD-RBF,0.5,0.1,0.7395935713220388,0.008240198257194825,1.5098532441927817,0.6333333333333333,True
DDoS,Energy distance,1.0,0.0,2.01875,1.3020638020833333,2.8002669270833334,0.8333333333333334,True
DDoS,JSD,1.0,0.0,0.8911458333333333,0.17159505208333334,1.75,0.6666666666666666,True
DDoS,KS-max,1.0,0.0,1.1458333333333333,0.018229166666666668,2.3705859375,0.6666666666666666,True
DDoS,MMD-RBF,1.0,0.0,1.5442708333333333,0.8078059895833334,2.3278776041666664,0.8,True
DDoS,Energy distance,1.0,0.01,1.9584467039311224,1.2418847818373655,2.740115438683091,0.8333333333333334,True
DDoS,JSD,1.0,0.01,0.8305836012309105,0.11086260835121717,1.689143913595945,0.6333333333333333,True
DDoS,MMD-RBF,1.0,0.01,1.5021364404655373,0.7655961129960205,2.2859115408165827,0.7666666666666667,True
DDoS,Energy distance,1.0,0.05,1.7172335196556137,1.0004810171038703,2.498037295213483,0.8,True
DDoS,MMD-RBF,1.0,0.05,1.333598868994353,0.5964075662509761,2.11708445395392,0.7333333333333333,True
DDoS,Energy distance,1.0,0.1,1.4157170393112273,0.6992934331473082,2.1959210089823844,0.8,True
DDoS,MMD-RBF,1.0,0.1,1.122926904655372,0.3859512074632995,1.9065918146623686,0.6333333333333333,True
DDoS,Energy distance,2.0,0.0,3.8520833333333333,3.0179557291666668,4.769557291666667,1.0,True
DDoS,JSD,2.0,0.0,1.4578125,0.5728971354166666,2.4604296875,0.7,True
DDoS,KS-max,2.0,0.0,1.3791666666666667,0.11427083333333338,2.735188802083333,0.7,True
DDoS,MMD-RBF,2.0,0.0,2.3109375,1.492421875,3.1802083333333333,0.8333333333333334,True
DDoS,Energy distance,2.0,0.01,3.7917800372644566,2.957773206668317,4.7089450531517825,1.0,True
DDoS,JSD,2.0,0.01,1.3972502678975771,0.5120252125866606,2.4002760510372583,0.6666666666666666,True
DDoS,KS-max,2.0,0.01,1.3200310651321199,0.05462578782765296,2.6769784713440794,0.6666666666666666,True
DDoS,MMD-RBF,2.0,0.01,2.268803107132204,1.4504600011398565,3.1387874313539217,0.8333333333333334,True
DDoS,Energy distance,2.0,0.05,3.5505668529889465,2.7175619345316653,4.467498439588098,0.9666666666666667,True
DDoS,JSD,2.0,0.05,1.1550013394878864,0.27127423877431556,2.1562036316022377,0.6333333333333333,True
DDoS,MMD-RBF,2.0,0.05,2.1002655356610194,1.2809033397917227,2.9709390479381836,0.8,True
DDoS,Energy distance,2.0,0.1,3.2490503726445605,2.416737017636595,4.165673962509531,0.9666666666666667,True
DDoS,MMD-RBF,2.0,0.1,1.8895935713220386,1.0692449837347184,2.761126078763065,0.7333333333333333,True
DDoS,Energy distance,2.0,0.25,2.344500931611401,1.5132611948350918,3.256773274707326,0.8,True
DDoS,MMD-RBF,2.0,0.25,1.257577678305097,0.4325706647538512,2.12986387139128,0.6,True
